,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Kangaba,ML,11.9333,-8.4167,67.91,16,1,5.23,clear sky
470,Osmena,PH,10.5208,119.9258,80.55,80,74,16.15,broken clouds
471,Coos Bay,US,43.3665,-124.2179,48.02,99,0,4.61,clear sky
472,Mitsamiouli,KM,-11.3847,43.2844,81.73,76,94,8.03,light rain
473,Anchorage,US,61.2181,-149.9003,22.66,84,0,3.0,clear sky
474,Baoning,CN,25.3378,110.026,44.46,76,75,2.24,broken clouds
475,Omboue,GA,-1.5746,9.2618,77.49,84,100,5.5,overcast clouds
476,Jieshi,CN,22.8134,115.8257,52.95,81,100,11.92,overcast clouds
477,Bud,US,39.447,-86.1758,30.56,94,100,14.76,snow
478,Rampura,IN,30.25,75.2333,52.5,87,100,11.56,overcast clouds
479,Raudeberg,NO,61.9875,5.1352,34.86,74,100,3.0,overcast clouds
480,Troy,US,42.6056,-83.1499,25.65,90,100,1.99,light snow
481,Chegdomyn,RU,51.1167,133.0167,-5.55,89,91,2.13,overcast clouds
482,Canon City,US,38.441,-105.2424,12.36,86,100,3.0,overcast clouds
483,Ottawa,CA,45.4112,-75.6981,35.89,93,100,1.01,light rain
484,Dhidhdhoo,MV,6.8833,73.1,81.09,67,12,6.24,few clouds
485,Atambua,ID,-9.1061,124.8925,80.33,73,82,8.28,broken clouds
486,Nizwa,OM,22.9333,57.5333,62.19,61,0,6.73,clear sky
487,Zhezkazgan,KZ,47.8043,67.7144,-0.42,85,0,8.95,clear sky
488,Penzance,GB,50.1186,-5.5371,47.08,83,100,11.34,overcast clouds
489,Barcelos,PT,41.5388,-8.6151,52.92,80,100,3.74,overcast clouds
490,Matara,LK,5.9485,80.5353,78.4,70,9,5.61,clear sky
491,Lasa,IT,46.6166,10.7002,38.28,94,50,8.19,scattered clouds
492,Buncrana,IE,55.1333,-7.45,49.14,85,100,14.2,overcast clouds
493,Fort-Shevchenko,KZ,44.5086,50.263,41.49,80,44,17.49,scattered clouds
494,Zaranj,AF,30.9667,61.8833,44.56,39,0,17.05,clear sky
495,Manzanillo,CU,20.3433,-77.1167,72.18,83,2,12.5,clear sky
496,Sorland,NO,67.667,12.6934,27.81,59,100,9.86,overcast clouds
497,Chapais,CA,49.7834,-74.8492,4.78,91,100,7.05,overcast clouds
498,Oga,IT,46.4631,10.347,30.88,97,76,6.87,broken clouds
499,Fare,PF,-16.7,-151.0167,81.18,76,47,19.73,scattered clouds
500,Kasangulu,CD,-4.5911,15.1708,68.95,98,100,1.59,light rain
501,Cangucu,BR,-31.395,-52.6756,70.81,94,21,10.51,few clouds
502,Nawa,IN,27.0167,75.0,59.14,53,0,5.61,clear sky
503,Ust-Nera,RU,64.5667,143.2,-7.17,99,100,2.73,overcast clouds
504,Port Macquarie,AU,-31.4333,152.9167,68.9,100,75,11.5,light rain
505,West Plains,US,36.7281,-91.8524,23.56,90,100,8.99,light snow
506,Todos Santos,MX,23.45,-110.2167,70.02,75,83,5.19,broken clouds
507,Kanpur,IN,26.4667,80.35,53.47,62,90,12.64,overcast clouds
508,Sisimiut,GL,66.9395,-53.6735,3.51,70,100,20.96,overcast clouds
509,Souillac,MU,-20.5167,57.5167,79.18,94,75,26.46,light intensity shower rain
510,Shakawe,BW,-18.3667,21.85,66.33,91,9,4.0,clear sky
511,Aswan,EG,24.0934,32.907,56.39,36,0,5.84,clear sky
512,Yuanping,CN,38.7153,112.7575,28.06,17,13,2.53,few clouds
513,Cascais,PT,38.6979,-9.4215,53.47,74,100,1.01,overcast clouds
514,Severnoye,RU,56.3491,78.3619,7.09,96,100,7.87,overcast clouds
515,Nioro,GM,13.35,-15.75,73.2,62,15,5.73,few clouds
516,Beyneu,KZ,45.3167,55.2,33.93,84,100,14.74,overcast clouds
517,Wattegama,LK,6.7989,81.4808,77.34,67,58,3.85,broken clouds
518,Finschhafen,PG,-6.6024,147.8681,84.61,72,100,14.99,overcast clouds
519,Apricena,IT,41.7839,15.4437,46.22,70,3,7.54,clear sky
520,Necochea,AR,-38.5473,-58.7368,67.03,72,75,11.52,broken clouds
521,Husavik,IS,66.0449,-17.3389,6.71,95,95,0.85,light snow
522,Yar-Sale,RU,66.8333,70.8333,5.07,96,100,9.86,light snow
523,Greytown,ZA,-29.0642,30.5928,64.11,81,0,3.11,clear sky
524,Sasebo,JP,33.1592,129.7228,48.18,49,97,11.7,overcast clouds
525,Quesnel,CA,52.9999,-122.5029,16.3,86,100,8.05,overcast clouds
526,Nalut,LY,30.3333,10.85,42.49,55,14,9.57,few clouds
527,Muravlenko,RU,63.7898,74.523,19.42,95,100,11.61,light snow
528,Mandalgovi,MN,45.7625,106.2708,5.38,67,0,11.59,clear sky
529,Moree,AU,-29.4667,149.85,80.62,65,75,12.66,broken clouds
530,Puerto Carreno,CO,6.189,-67.4859,76.24,83,93,4.72,overcast clouds
531,Shaoxing,CN,30.011,120.5715,43.95,97,100,3.29,light rain
532,Mataram,ID,-8.5833,116.1167,88.61,66,3,6.42,clear sky
533,Asau,RO,46.4333,26.4,32.4,86,100,4.56,overcast clouds
534,Avera,US,33.194,-82.5271,60.67,90,100,6.11,overcast clouds
535,Kysyl-Syr,RU,63.8986,122.7617,-12.57,95,100,4.94,overcast clouds
536,Talara,PE,-4.5772,-81.2719,72.9,79,77,14.81,broken clouds
537,Kahului,US,20.8947,-156.47,81.66,71,20,5.75,few clouds
538,Ebebiyin,GQ,2.1511,11.3353,67.26,99,79,2.55,broken clouds
539,Sola,VU,-13.8833,167.55,81.46,76,100,13.15,overcast clouds
540,Imbituba,BR,-28.24,-48.6703,78.82,89,82,11.1,broken clouds
541,Arman,RU,59.7,150.1667,14.43,79,100,11.14,overcast clouds
542,Muli,MV,2.9167,73.5667,81.88,70,9,8.3,clear sky
543,Atikokan,CA,48.7555,-91.6216,-13.81,95,100,5.64,overcast clouds
544,Kansanshi,ZM,-12.0951,26.4273,61.36,97,100,2.3,light rain
545,Pascagoula,US,30.3658,-88.5561,65.05,100,98,7.23,overcast clouds
546,Uong Bi,VN,21.0333,106.7833,57.18,69,100,1.34,overcast clouds
547,Maruko,JP,36.3167,138.2667,43.56,41,56,6.26,broken clouds
548,Solnechnyy,RU,50.7214,136.6319,5.02,87,96,2.17,overcast clouds
549,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,69,40,5.99,scattered clouds
550,Grand Gaube,MU,-20.0064,57.6608,79.2,89,100,15.99,moderate rain
551,Sakassou,CI,7.4546,-5.2926,65.88,18,46,5.28,scattered clouds
552,Moron,AR,-34.6534,-58.6198,80.35,77,100,13.27,moderate rain
553,Copiapo,CL,-27.3667,-70.3333,66.72,65,0,1.28,clear sky
554,Hohhot,CN,40.8106,111.6522,16.09,41,0,15.66,clear sky
555,Pangnirtung,CA,66.1451,-65.7125,6.3,82,100,8.57,overcast clouds
556,Dongsheng,CN,39.8161,109.9776,14.77,30,95,7.63,overcast clouds
557,Misratah,LY,32.3754,15.0925,58.8,69,58,24.52,broken clouds
558,Karasjok,NO,69.4719,25.5112,-2.09,97,100,2.89,overcast clouds
559,Huarmey,PE,-10.0681,-78.1522,71.28,81,100,9.73,overcast clouds
560,Nybro,SE,56.7446,15.9071,27.05,95,14,4.72,few clouds
561,Khandyga,RU,62.6667,135.6,-25.28,92,100,1.61,overcast clouds
562,Ketchikan,US,55.3422,-131.6461,37.38,93,100,4.61,mist
563,Vera Cruz,BR,-12.6333,-41.0333,68.11,80,0,1.81,clear sky
564,Baruun-Urt,MN,46.6806,113.2792,-2.18,81,18,4.52,few clouds
565,General Pico,AR,-35.6566,-63.7568,71.28,77,100,1.07,overcast clouds
566,Kedrovyy,RU,56.1667,91.8167,-10.79,92,90,3.8,overcast clouds
567,Sistranda,NO,63.7256,8.834,33.91,60,100,17.4,light snow
568,General Roca,AR,-39.0333,-67.5833,76.62,39,40,5.79,scattered clouds
569,Vagamo,NO,61.8751,9.0967,5.85,94,90,2.44,overcast clouds
570,Ngunguru,NZ,-35.6167,174.5,75.16,79,94,13.91,overcast clouds
571,Wajir,KE,1.7471,40.0573,76.17,77,100,10.71,overcast clouds
572,Puerto Escondido,MX,15.85,-97.0667,79.63,73,20,4.61,few clouds
573,San Ramon,US,37.7799,-121.978,56.82,42,0,0.0,clear sky
574,Xinzhi,CN,36.4989,111.7047,33.69,33,75,3.2,broken clouds
575,Katima Mulilo,NA,-17.5,24.2667,65.43,96,41,4.36,scattered clouds
576,Moranbah,AU,-22.0016,148.0466,95.86,39,99,12.37,light rain
577,Nosy Varika,MG,-20.5833,48.5333,72.95,84,44,13.44,scattered clouds
578,Toktogul,KG,41.8708,72.9402,27.27,95,100,1.34,light snow
579,Syamzha,RU,60.0158,41.0614,14.34,96,99,5.1,overcast clouds
580,Sol-Iletsk,RU,51.1631,54.9918,19.13,94,100,9.42,light snow
581,Concepcion Del Oro,MX,24.6333,-101.4167,59.43,24,6,10.63,clear sky
582,Aleksandrov Gay,RU,50.147,48.5704,31.53,93,100,15.68,overcast clouds
583,Jalu,LY,29.0331,21.5482,50.5,67,20,20.38,few clouds
584,Boddam,GB,57.4667,-1.7833,49.39,91,100,17.92,overcast clouds
585,Los Andes,CL,-32.8337,-70.5983,69.58,59,0,1.16,clear sky
586,Borovskoy,KZ,53.8,64.15,15.89,94,82,8.75,broken clouds
587,Bowling Green,US,36.9903,-86.4436,51.73,90,100,3.44,light rain
588,Gigmoto,PH,13.7796,124.39,79.11,85,81,12.93,broken clouds
589,Antsohihy,MG,-14.8796,47.9875,73.87,96,100,1.83,overcast clouds
590,Pavlodar,KZ,52.3,76.95,-9.6,84,0,2.24,clear sky
591,Valparaiso,CL,-33.0393,-71.6273,58.64,77,0,3.44,clear sky
592,Ergani,TR,38.2653,39.7621,36.95,94,100,3.15,overcast clouds
593,Maniitsoq,GL,65.4167,-52.9,10.42,62,100,21.94,overcast clouds
594,Camamu,BR,-13.9447,-39.1039,74.39,90,43,1.45,scattered clouds
595,Oistins,BB,13.0667,-59.5333,77.09,78,40,18.41,scattered clouds
596,Barbastro,ES,42.0356,0.1269,39.38,23,6,4.45,clear sky
597,Adrar,MR,20.5022,-10.0711,63.63,18,0,10.31,clear sky
598,Polovinnoye,RU,54.7914,65.9864,14.16,96,80,8.61,broken clouds
599,Nabire,ID,-3.3667,135.4833,83.1,76,100,6.29,overcast clouds
600,George Town,MY,5.4112,100.3354,89.53,79,20,3.44,few clouds
601,Joshimath,IN,30.5667,79.5667,40.51,96,100,4.81,light rain
602,Bousso,TD,10.4795,16.7117,65.55,16,6,6.46,clear sky
603,Kuusamo,FI,65.9667,29.1833,8.64,92,75,3.44,broken clouds
604,At-Bashi,KG,41.1702,75.8106,4.41,86,100,1.25,overcast clouds
605,Kawardha,IN,22.0167,81.25,65.1,40,0,3.13,clear sky
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.99,93,100,11.5,overcast clouds
607,Belaya Gora,RU,68.5333,146.4167,-25.74,99,24,0.58,few clouds
608,Tual,ID,-5.6667,132.75,82.15,77,95,12.12,light rain
609,Chumikan,RU,54.7183,135.315,-1.66,72,76,15.46,broken clouds
610,West Bay,KY,19.3667,-81.4167,77.07,86,20,1.99,few clouds
611,Meadow Lake,US,34.8014,-106.5436,21.61,92,100,13.89,snow
612,Wahiawa,US,21.5028,-158.0236,74.79,67,100,5.75,overcast clouds
613,Enterprise,US,36.0252,-115.2419,43.48,21,0,5.01,clear sky
614,Doka,SD,13.5167,35.7667,74.39,30,91,12.73,overcast clouds
615,Ko Samui,TH,9.5357,99.9357,85.91,70,20,12.66,few clouds
616,Carutapera,BR,-1.195,-46.02,76.77,91,100,7.29,overcast clouds
617,Cahors,FR,44.4167,1.3333,39.31,93,78,5.66,broken clouds
618,Maua,BR,-23.6678,-46.4614,69.6,92,100,2.08,overcast clouds
619,Esil,KZ,51.9556,66.4042,14.43,90,99,7.09,overcast clouds
620,Kiruna,SE,67.8557,20.2251,0.52,85,100,2.3,overcast clouds
621,Buckeye,US,33.3703,-112.5838,55.71,15,1,23.02,clear sky
622,Tsalka,GE,41.5946,44.0891,26.26,62,100,7.29,overcast clouds
623,Alta Floresta,BR,-9.8756,-56.0861,71.35,95,72,1.97,moderate rain
624,Zheleznodorozhnyy,RU,55.7503,38.0042,23.41,98,99,3.69,light snow
625,Springdale,US,36.1867,-94.1288,24.53,95,100,8.99,snow
626,Taywarah,AF,33.35,64.4167,2.41,60,7,5.53,clear sky
627,Khurba,RU,50.4072,136.8819,1.47,90,98,3.4,overcast clouds
628,Come,BJ,6.4076,1.882,78.51,87,69,7.36,broken clouds
629,Gat,IL,31.61,34.7642,55.4,49,0,6.13,clear sky
630,Jiangkou,CN,25.4872,119.1986,49.89,92,100,11.5,moderate rain
631,Amuntai,ID,-2.4177,115.2494,91.13,53,84,0.85,heavy intensity rain
632,Sambava,MG,-14.2667,50.1667,74.53,84,100,3.6,overcast clouds
633,Chapleau,CA,47.8405,-83.4034,-7.92,97,99,3.62,overcast clouds
634,Dehloran,IR,32.6941,47.2679,51.3,37,82,0.43,broken clouds
635,Barinas,VE,8.6226,-70.2075,69.84,83,23,3.44,few clouds
636,Honiara,SB,-9.4333,159.95,81.32,84,100,7.07,overcast clouds
637,Salawagan,PH,7.7053,125.115,78.67,68,100,5.84,light rain
638,Inuvik,CA,68.3499,-133.7218,-24.74,68,20,0.0,few clouds
639,Tacoronte,ES,28.4769,-16.4102,65.55,72,100,8.99,overcast clouds
640,Sao Desiderio,BR,-12.3633,-44.9733,71.46,81,4,2.13,clear sky
641,Olafsvik,IS,64.8945,-23.7142,28.56,52,18,2.46,few clouds
642,Dakar,SN,14.6937,-17.4441,74.28,83,84,0.0,broken clouds
643,Ambon,ID,-3.6954,128.1814,91.54,55,20,8.05,few clouds
644,Tynda,RU,55.1667,124.7167,-7.64,74,39,6.53,scattered clouds
645,Melo,UY,-32.3667,-54.1833,70.41,88,2,10.25,light rain
646,Alnashi,RU,56.1874,52.4792,30.83,97,100,13.18,snow
647,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,76,50,8.55,scattered clouds
648,Kudahuvadhoo,MV,2.6708,72.8944,81.61,71,3,8.43,clear sky
649,Manaure,CO,11.7751,-72.4445,78.1,80,1,16.24,clear sky
650,Tinskoy,RU,56.1525,96.9161,4.41,94,100,2.59,overcast clouds
651,Victor Harbor,AU,-35.5667,138.6167,73.8,60,41,3.0,scattered clouds
652,Iisalmi,FI,63.5592,27.1907,-2.18,100,97,0.72,overcast clouds
653,Uige,AO,-7.6087,15.0613,63.72,99,100,0.65,overcast clouds
654,Evensk,RU,61.95,159.2333,21.45,41,11,21.7,few clouds
655,Fushe-Arrez,AL,42.0622,20.0167,29.3,82,16,6.64,few clouds
656,Vaitape,PF,-16.5167,-151.75,81.3,77,11,19.69,few clouds
657,Chara,RU,56.9064,118.2631,-16.06,90,79,1.25,broken clouds
658,Chor,PK,25.5167,69.7667,62.08,31,0,9.42,clear sky
659,Hwange,ZW,-18.3693,26.5019,67.23,96,1,1.36,clear sky
660,Port Moresby,PG,-9.4431,147.1797,87.22,66,100,11.5,overcast clouds
661,Flin Flon,CA,54.7682,-101.865,-22.92,99,11,4.54,few clouds
662,Nanakuli,US,21.3906,-158.1547,77.99,68,100,5.75,overcast clouds
663,Bontang,ID,0.1333,117.5,84.31,64,92,9.28,overcast clouds
664,Laureles,US,26.1092,-97.4941,74.1,94,100,5.01,mist
665,Xuddur,SO,4.1213,43.8894,69.57,81,81,14.16,broken clouds
666,Jiexiu,CN,37.0244,111.9125,29.1,34,70,3.98,broken clouds
667,Mango,US,27.9797,-82.3065,69.98,78,0,3.44,clear sky
668,Noumea,NC,-22.2763,166.4572,87.78,61,25,9.91,scattered clouds
669,Pontes E Lacerda,BR,-15.2261,-59.3353,73.33,97,100,2.93,overcast clouds
670,Albanel,CA,48.8832,-72.4487,24.94,79,100,14.97,overcast clouds
671,Wawa,NG,9.9022,4.4192,70.65,21,45,6.8,scattered clouds
672,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
673,Kiama,AU,-34.6833,150.8667,75.99,59,81,1.99,broken clouds
674,Urucara,BR,-2.5364,-57.76,74.08,95,100,1.61,moderate rain
675,Lufilufi,WS,-13.8745,-171.5986,83.98,76,100,13.35,light rain
676,Maragogi,BR,-9.0122,-35.2225,78.49,77,31,7.07,scattered clouds
677,Sabang,ID,5.8933,95.3214,82.02,73,15,13.87,few clouds
678,Churapcha,RU,62.0025,132.4325,-24.03,92,100,3.09,overcast clouds
679,Gazojak,TM,41.1875,61.4036,36.52,59,0,9.89,clear sky
680,Krasnyy Yar,RU,46.5331,48.3456,30.13,89,100,7.45,overcast clouds
681,Spring Hill,US,28.4769,-82.5255,69.94,60,0,3.0,clear sky
682,Saint-Jerome,CA,45.7804,-74.0036,35.56,94,100,4.61,mist
683,Caraz,PE,-9.0486,-77.81,61.79,91,97,3.74,overcast clouds
684,Pedasi,PA,7.5333,-80.0333,74.07,78,5,17.05,clear sky
685,Pafos,CY,34.7667,32.4167,54.23,76,40,5.75,scattered clouds
686,Hami,CN,42.8,93.45,24.85,33,95,1.28,overcast clouds
687,Bilibino,RU,68.0546,166.4372,-2.74,64,0,5.03,clear sky
688,Port-Gentil,GA,-0.7193,8.7815,80.19,77,100,9.82,light rain
689,Fayaoue,NC,-20.65,166.5333,81.82,77,63,8.03,broken clouds
690,Rabo De Peixe,PT,37.8,-25.5833,59.27,95,20,8.05,few clouds
691,Mortka,RU,59.3322,66.0214,11.01,95,64,7.36,broken clouds
692,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,64,75,13.42,broken clouds
693,Ewa Beach,US,21.3156,-158.0072,77.99,63,75,8.99,broken clouds
694,Olenino,RU,56.2092,33.4889,17.49,98,100,1.9,overcast clouds
695,Voh,NC,-20.9667,164.7,88.38,56,1,7.78,clear sky
696,Santa Flavia,IT,38.085,13.5351,52.38,85,41,1.99,scattered clouds
697,Ulladulla,AU,-35.35,150.4667,71.76,51,32,13.49,scattered clouds
698,Palmer,US,42.1584,-72.3287,39.78,81,100,0.0,overcast clouds
699,Talnakh,RU,69.4865,88.3972,-10.64,98,100,6.78,overcast clouds
700,Matamoros,MX,25.5333,-103.25,73.51,17,75,16.11,dust
701,Khairpur Nathan Shah,PK,27.0936,67.7337,58.91,31,0,4.21,clear sky
702,Rossland,CA,49.0831,-117.8022,15.33,79,99,1.01,overcast clouds
703,Scarborough,GB,54.2797,-0.4044,48.07,87,100,5.01,overcast clouds
704,Mahibadhoo,MV,3.7833,72.9667,81.43,72,6,11.81,clear sky
